epoch: train_acc0 train_acc1 train_acc2 / test_acc0 test_acc1 test_acc2 / pure_ratio0 pure_ratio1 pure_ratio2 
19: 78.47155448717949 78.70392628205128 78.7079326923077 / 82.70232371794872 83.203125 83.0829326923077 / 96.57347869873047 96.60113525390625 96.58856201171875
20: 79.1786858974359 79.22876602564102 79.0264423076923 / 82.80248397435898 82.91266025641026 83.40344551282051 / 96.62626647949219 96.58855438232422 96.58102416992188
21: 79.453125 79.47516025641026 79.4931891025641 / 82.90264423076923 82.74238782051282 83.04286858974359 / 96.48548126220703 96.55838775634766 96.54581451416016
22: 79.8838141025641 79.65945512820512 79.8056891025641 / 82.43189102564102 82.88261217948718 82.49198717948718 / 96.43018341064453 96.42768096923828 96.42766571044922
23: 80.16025641025641 80.16826923076923 80.16626602564102 / 82.6923076923077 82.8926282051282 83.37339743589743 / 96.33967590332031 96.33968353271484 96.33968353271484
24: 80.29647435897436 80.3545673076923 80.39663461538461 / 82.62219551282051 82.99278846153847 82.37179487179488 / 96.24162292480469 96.2994384765625 96.24916076660156
25: 80.73116987179488 80.71915064102564 80.73116987179488 / 83.00280448717949 83.11298076923077 83.1630608974359 / 96.2491683959961 96.23912811279297 96.21398162841797
26: 80.98557692307692 81.06770833333333 81.14182692307692 / 81.54046474358974 82.08133012820512 82.44190705128206 / 96.2064437866211 96.17377471923828 96.23912811279297
27: 81.08573717948718 81.14182692307692 81.38020833333333 / 82.49198717948718 81.98116987179488 81.43028846153847 / 96.14611053466797 96.11341094970703 96.14107513427734
28: 81.4463141025641 81.27804487179488 81.33213141025641 / 82.75240384615384 83.06290064102564 82.51201923076923 / 95.99024963378906 96.0229263305664 96.02294158935547
29: 81.6826923076923 81.66866987179488 81.43629807692308 / 82.5020032051282 82.45192307692308 82.90264423076923 / 95.91987609863281 96.01791381835938 95.99528503417969
30: 81.80488782051282 81.796875 81.72475961538461 / 82.421875 83.30328525641026 82.84254807692308 / 95.98017883300781 95.95756530761719 96.01789093017578
31: 81.94110576923077 82.15745192307692 82.0673076923077 / 82.59214743589743 82.87259615384616 82.26161858974359 / 95.93995666503906 95.91983795166016 95.91984558105469
32: 82.15544871794872 82.07732371794872 82.2255608974359 / 81.9511217948718 82.10136217948718 81.83092948717949 / 95.87963104248047 95.91985321044922 95.88969421386719
33: 82.3417467948718 82.3818108974359 82.2255608974359 / 81.93108974358974 82.43189102564102 81.89102564102564 / 95.84442138671875 95.8645248413086 95.80671691894531
34: 82.33974358974359 82.39983974358974 82.17147435897436 / 82.40184294871794 82.79246794871794 82.53205128205128 / 95.743896484375 95.76148223876953 95.67098999023438
35: 82.50400641025641 82.41185897435898 82.50400641025641 / 81.6806891025641 82.10136217948718 82.6923076923077 / 95.63075256347656 95.65841674804688 95.64332580566406
36: 82.55608974358974 82.82051282051282 82.74639423076923 / 82.33173076923077 82.99278846153847 82.33173076923077 / 95.66343688964844 95.60812377929688 95.69107818603516
37: 82.81850961538461 82.8145032051282 82.92267628205128 / 83.09294871794872 81.88100961538461 82.45192307692308 / 95.66341400146484 95.66593933105469 95.66342163085938
38: 82.84455128205128 82.8104967948718 82.68830128205128 / 82.48197115384616 82.96274038461539 82.67227564102564 / 95.56035614013672 95.54024505615234 95.61566925048828
39: 83.06490384615384 82.95873397435898 82.99879807692308 / 81.98116987179488 82.3016826923077 81.7608173076923 / 95.61566925048828 95.63578033447266 95.625732421875
40: 82.79847756410257 82.79847756410257 82.83653846153847 / 82.28165064102564 82.68229166666667 82.26161858974359 / 95.45980834960938 95.44473266601562 95.4572982788086
41: 83.15304487179488 83.05088141025641 82.85857371794872 / 82.00120192307692 82.25160256410257 82.3818108974359 / 95.4220962524414 95.46483612060547 95.40198516845703
42: 83.14302884615384 83.21514423076923 83.15705128205128 / 82.99278846153847 82.28165064102564 82.3417467948718 / 95.4271240234375 95.42963409423828 95.41455841064453
43: 83.38341346153847 83.24919871794872 83.2391826923077 / 82.3016826923077 82.78245192307692 81.93108974358974 / 95.36177825927734 95.4170913696289 95.37686920166016
44: 83.38942307692308 83.41145833333333 83.38741987179488 / 82.28165064102564 82.63221153846153 82.7724358974359 / 95.38188171386719 95.36176300048828 95.28132629394531
45: 83.33733974358974 83.49559294871794 83.60176282051282 / 82.49198717948718 82.51201923076923 82.31169871794872 / 95.33662414550781 95.37184143066406 95.3768539428711
46: 83.60376602564102 83.61177884615384 83.56370192307692 / 82.22155448717949 82.87259615384616 82.63221153846153 / 95.2863540649414 95.27377319335938 95.30393981933594
47: 83.5516826923077 83.53766025641026 83.4795673076923 / 82.27163461538461 81.98116987179488 82.45192307692308 / 95.23103332519531 95.22098541259766 95.14054107666016
48: 83.59975961538461 83.48557692307692 83.76201923076923 / 82.68229166666667 82.5420673076923 82.83253205128206 / 95.07772064208984 95.1053695678711 95.12296295166016
49: 83.7079326923077 83.72395833333333 83.69791666666667 / 82.51201923076923 82.64222756410257 82.98277243589743 / 95.16818237304688 95.19081115722656 95.20587921142578
50: 83.8681891025641 83.87419871794872 83.81009615384616 / 82.7724358974359 82.58213141025641 82.67227564102564 / 95.15060424804688 95.1355209350586 95.16820526123047
51: 83.8301282051282 83.7880608974359 83.80208333333333 / 82.16145833333333 82.10136217948718 83.06290064102564 / 95.10787200927734 95.16568756103516 95.1304931640625
52: 83.828125 83.73798076923077 83.75801282051282 / 82.14142628205128 82.19150641025641 82.82251602564102 / 95.02490997314453 95.04753112792969 95.00228881835938
53: 83.91426282051282 83.83413461538461 83.94030448717949 / 81.98116987179488 82.37179487179488 82.3417467948718 / 94.96458435058594 95.01234436035156 95.03748321533203
54: 84.06850961538461 84.10657051282051 84.06650641025641 / 83.21314102564102 82.59214743589743 82.43189102564102 / 94.96205139160156 94.93439483642578 94.94949340820312
55: 84.15865384615384 84.07652243589743 84.13261217948718 / 82.33173076923077 82.02123397435898 81.85096153846153 / 95.03748321533203 94.89669799804688 94.96710205078125
56: 84.03846153846153 84.0264423076923 84.08052884615384 / 81.5204326923077 82.49198717948718 82.47195512820512 / 95.03243255615234 95.00479125976562 95.03746032714844
57: 84.08453525641026 84.1426282051282 84.10857371794872 / 81.5604967948718 82.4619391025641 82.1514423076923 / 94.95703125 94.92938232421875 94.94697570800781
58: 84.20472756410257 84.18469551282051 84.1025641025641 / 81.79086538461539 82.33173076923077 82.03125 / 94.95703125 94.94696807861328 94.92182922363281
59: 84.19471153846153 84.13261217948718 84.0224358974359 / 81.92107371794872 81.97115384615384 81.9511217948718 / 94.83887481689453 94.87908935546875 94.93690490722656
60: 84.15865384615384 84.28886217948718 84.29086538461539 / 81.59054487179488 81.9911858974359 81.9110576923077 / 94.78358459472656 94.76850128173828 94.685546875
61: 84.40905448717949 84.453125 84.40504807692308 / 81.90104166666667 82.49198717948718 81.7608173076923 / 94.74333953857422 94.84893035888672 94.78105163574219
62: 84.3329326923077 84.34294871794872 84.54126602564102 / 82.10136217948718 82.47195512820512 82.45192307692308 / 94.84136962890625 94.80366516113281 94.74332427978516
63: 84.49919871794872 84.4130608974359 84.5713141025641 / 81.81089743589743 81.6005608974359 82.43189102564102 / 94.90172576904297 94.8036880493164 94.85646057128906
64: 84.57532051282051 84.44310897435898 84.50921474358974 / 82.24158653846153 82.4619391025641 82.79246794871794 / 94.77098846435547 94.75338745117188 94.79362487792969
65: 84.5693108974359 84.42107371794872 84.46113782051282 / 82.21153846153847 82.53205128205128 82.32171474358974 / 94.77604675292969 94.81375122070312 94.7358169555664
66: 84.44911858974359 84.4511217948718 84.30488782051282 / 82.45192307692308 82.91266025641026 82.47195512820512 / 94.72071838378906 94.7936019897461 94.78105163574219
67: 84.51121794871794 84.58333333333333 84.66346153846153 / 81.1698717948718 81.98116987179488 80.67908653846153 / 94.7584228515625 94.67798614501953 94.62770080566406
68: 84.64142628205128 84.69751602564102 84.62139423076923 / 81.22996794871794 81.84094551282051 81.84094551282051 / 94.65032196044922 94.67545318603516 94.6955795288086
69: 84.64342948717949 84.54326923076923 84.55528846153847 / 82.00120192307692 82.16145833333333 81.66065705128206 / 94.70314025878906 94.7332992553711 94.7710189819336
70: 84.67948717948718 84.71153846153847 84.6474358974359 / 82.19150641025641 82.16145833333333 82.03125 / 94.7332763671875 94.67546081542969 94.70060729980469
71: 84.69350961538461 84.73758012820512 84.71754807692308 / 82.20152243589743 82.57211538461539 82.43189102564102 / 94.67798614501953 94.56988525390625 94.62016296386719
72: 84.8056891025641 84.609375 84.8838141025641 / 81.59054487179488 81.71073717948718 81.81089743589743 / 94.5623550415039 94.54475402832031 94.5724105834961
73: 84.89383012820512 84.8417467948718 84.78565705128206 / 81.31009615384616 81.9911858974359 81.77083333333333 / 94.60759735107422 94.49950408935547 94.53218078613281
74: 84.75160256410257 84.94791666666667 84.70352564102564 / 82.3818108974359 81.9110576923077 82.20152243589743 / 94.50201416015625 94.56485748291016 94.49195098876953
75: 84.84775641025641 84.91386217948718 84.84975961538461 / 81.86097756410257 82.20152243589743 82.06129807692308 / 94.56236267089844 94.63023376464844 94.56488800048828
76: 84.84775641025641 84.86177884615384 84.98197115384616 / 82.04126602564102 82.3818108974359 81.92107371794872 / 94.46179962158203 94.43415069580078 94.456787109375
77: 84.96995192307692 85.0020032051282 84.9619391025641 / 81.85096153846153 81.79086538461539 82.65224358974359 / 94.5296630859375 94.49195098876953 94.51458740234375
78: 84.97195512820512 84.95592948717949 84.97195512820512 / 82.27163461538461 82.47195512820512 82.20152243589743 / 94.48190307617188 94.50202941894531 94.52715301513672
79: 84.97596153846153 84.97596153846153 85.01602564102564 / 81.84094551282051 82.27163461538461 80.98958333333333 / 94.47940063476562 94.45426940917969 94.47187042236328
80: 84.95592948717949 84.9238782051282 85.05208333333333 / 81.2099358974359 81.71073717948718 81.63060897435898 / 94.55231475830078 94.54475402832031 94.49951934814453
81: 85.03405448717949 85.02203525641026 84.91786858974359 / 81.27003205128206 82.51201923076923 81.57051282051282 / 94.4693374633789 94.4115219116211 94.39643096923828
82: 85.1963141025641 85.14022435897436 85.07411858974359 / 82.20152243589743 82.53205128205128 82.29166666666667 / 94.43162536621094 94.42155456542969 94.38134002685547
83: 85.0761217948718 85.1963141025641 85.22435897435898 / 81.08974358974359 82.48197115384616 82.23157051282051 / 94.48943328857422 94.5045166015625 94.48190307617188
84: 85.01201923076923 85.16225961538461 85.04807692307692 / 81.57051282051282 82.0713141025641 81.69070512820512 / 94.33360290527344 94.31349182128906 94.33110046386719
85: 85.21834935897436 85.18429487179488 85.17427884615384 / 81.92107371794872 82.18149038461539 81.66065705128206 / 94.3134765625 94.33358764648438 94.35369873046875
86: 85.22636217948718 85.28645833333333 85.18629807692308 / 82.10136217948718 81.49038461538461 82.56209935897436 / 94.23301696777344 94.27326202392578 94.31095886230469
87: 85.1963141025641 85.28245192307692 85.3545673076923 / 82.00120192307692 81.81089743589743 82.47195512820512 / 94.23301696777344 94.32101440429688 94.32604217529297
88: 85.32051282051282 85.28445512820512 85.40464743589743 / 81.90104166666667 80.74919871794872 81.43028846153847 / 94.33861541748047 94.33609008789062 94.33609008789062
89: 85.25240384615384 85.37660256410257 85.3505608974359 / 81.32011217948718 81.6806891025641 81.74078525641026 / 94.2280044555664 94.3084487915039 94.17269134521484
90: 85.31650641025641 85.3886217948718 85.28645833333333 / 81.81089743589743 81.7608173076923 81.5204326923077 / 94.2531509399414 94.33106994628906 94.23052978515625
91: 85.3545673076923 85.33653846153847 85.28044871794872 / 82.02123397435898 82.09134615384616 82.5020032051282 / 94.26571655273438 94.3134765625 94.28330993652344
92: 85.39663461538461 85.37459935897436 85.31850961538461 / 81.9110576923077 81.6806891025641 82.37179487179488 / 94.22046661376953 94.25313568115234 94.24055480957031
93: 85.51682692307692 85.49078525641026 85.46875 / 82.18149038461539 81.93108974358974 82.00120192307692 / 94.21794891357422 94.20536041259766 94.20536804199219
94: 85.45673076923077 85.3485576923077 85.3886217948718 / 81.58052884615384 81.77083333333333 82.03125 / 94.2129135131836 94.24810791015625 94.14753723144531
95: 85.47275641025641 85.46274038461539 85.52684294871794 / 81.27003205128206 82.28165064102564 82.65224358974359 / 94.15258026123047 94.16014099121094 94.16514587402344
96: 85.5088141025641 85.55889423076923 85.60496794871794 / 81.17988782051282 82.5020032051282 81.63060897435898 / 94.21292114257812 94.20536804199219 94.1953353881836
97: 85.5869391025641 85.61899038461539 85.6270032051282 / 81.78084935897436 81.50040064102564 81.27003205128206 / 94.16264343261719 94.1023178100586 94.1450424194336
98: 85.55889423076923 85.54286858974359 85.56089743589743 / 82.25160256410257 81.54046474358974 82.33173076923077 / 94.09477233886719 94.16014099121094 94.18024444580078
99: 85.57491987179488 85.53084935897436 85.5829326923077 / 82.03125 82.33173076923077 81.84094551282051 / 94.04700469970703 94.0922622680664 94.07717895507812
100: 85.64102564102564 85.65104166666667 85.50280448717949 / 81.97115384615384 82.21153846153847 82.13141025641026 / 94.07466888427734 94.03694915771484 94.01182556152344
101: 85.6630608974359 85.64703525641026 85.68910256410257 / 81.98116987179488 81.62059294871794 82.18149038461539 / 94.09980010986328 94.07968139648438 94.14253234863281
102: 85.75721153846153 85.71314102564102 85.69711538461539 / 82.3016826923077 82.421875 82.48197115384616 / 94.07718658447266 94.0369644165039 94.06461334228516
103: 85.7051282051282 85.73317307692308 85.71714743589743 / 81.59054487179488 82.08133012820512 81.94110576923077 / 94.14506530761719 94.06712341308594 94.05958557128906
104: 85.76121794871794 85.6610576923077 85.71314102564102 / 81.640625 81.82091346153847 82.43189102564102 / 93.96154022216797 94.05203247070312 93.99169921875
105: 85.8173076923077 85.73317307692308 85.7792467948718 / 82.27163461538461 81.39022435897436 81.89102564102564 / 94.03192138671875 94.14253234863281 94.07464599609375
106: 85.7832532051282 85.79727564102564 85.72315705128206 / 81.49038461538461 81.53044871794872 82.44190705128206 / 94.02940368652344 93.97158813476562 93.95903015136719
107: 85.8193108974359 85.79727564102564 85.76322115384616 / 82.1514423076923 81.98116987179488 82.39182692307692 / 93.9439468383789 93.97159576416016 93.9162826538086
108: 85.86538461538461 85.81129807692308 85.83133012820512 / 82.16145833333333 82.7323717948718 82.47195512820512 / 93.91127014160156 94.02942657470703 93.97159576416016
109: 85.85536858974359 85.8573717948718 85.84334935897436 / 82.36177884615384 82.6923076923077 82.7724358974359 / 93.98666381835938 94.02438354492188 93.98164367675781
110: 85.95552884615384 85.88741987179488 85.92948717948718 / 82.12139423076923 82.45192307692308 82.4619391025641 / 94.09727478027344 94.12995910644531 94.2028579711914
111: 85.9375 85.90945512820512 85.8954326923077 / 82.27163461538461 81.66065705128206 82.37179487179488 / 93.98163604736328 93.95398712158203 94.05201721191406
112: 85.89342948717949 85.92347756410257 85.88741987179488 / 81.6005608974359 82.31169871794872 81.61057692307692 / 93.83833312988281 93.9489517211914 93.96656036376953
113: 85.91947115384616 85.99959935897436 85.94350961538461 / 82.43189102564102 82.36177884615384 82.33173076923077 / 94.00927734375 94.02689361572266 94.00677490234375
114: 85.95753205128206 85.9775641025641 86.00761217948718 / 82.27163461538461 82.23157051282051 82.75240384615384 / 93.84089660644531 93.931396484375 93.93389892578125
115: 85.96554487179488 85.98157051282051 85.9755608974359 / 82.09134615384616 81.58052884615384 81.73076923076923 / 93.90874481201172 94.02438354492188 93.94393157958984
116: 85.99358974358974 85.99158653846153 86.03365384615384 / 81.93108974358974 81.61057692307692 82.39182692307692 / 93.86349487304688 93.9188003540039 93.8936538696289
117: 86.01161858974359 86.00761217948718 86.08974358974359 / 82.24158653846153 82.1514423076923 83.06290064102564 / 93.92631530761719 93.92884826660156 93.92632293701172
118: 86.03966346153847 86.06770833333333 86.10376602564102 / 82.64222756410257 82.17147435897436 82.59214743589743 / 93.9590072631836 94.01683807373047 94.01181030273438
119: 86.09775641025641 86.08974358974359 86.06770833333333 / 82.25160256410257 82.33173076923077 81.90104166666667 / 93.87606811523438 93.89115142822266 93.86096954345703
120: 86.09775641025641 86.12580128205128 86.08173076923077 / 82.16145833333333 82.79246794871794 82.53205128205128 / 93.90373229980469 93.93891143798828 93.9540023803711
121: 86.15384615384616 86.15985576923077 86.12379807692308 / 82.51201923076923 81.9511217948718 82.5420673076923 / 93.84085845947266 93.85594940185547 93.90623474121094
122: 86.06370192307692 86.08774038461539 86.0576923076923 / 82.421875 81.97115384615384 82.32171474358974 / 93.79309844970703 93.89617919921875 93.8635025024414
123: 86.10176282051282 86.15184294871794 86.08373397435898 / 82.4619391025641 81.86097756410257 81.9911858974359 / 93.92381286621094 93.91375732421875 93.9363784790039
124: 86.12780448717949 86.16786858974359 86.1338141025641 / 82.28165064102564 82.3417467948718 81.74078525641026 / 93.82074737548828 93.86348724365234 93.86094665527344
125: 86.15985576923077 86.15384615384616 86.1698717948718 / 82.01121794871794 81.93108974358974 82.08133012820512 / 93.80064392089844 93.79309844970703 93.81321716308594
126: 86.17788461538461 86.1318108974359 86.22596153846153 / 81.83092948717949 82.43189102564102 82.13141025641026 / 93.74534606933594 93.65736389160156 93.79562377929688
127: 86.2139423076923 86.12780448717949 86.16786858974359 / 82.1514423076923 81.79086538461539 81.78084935897436 / 93.66742706298828 93.71519470214844 93.70515441894531
128: 86.22395833333333 86.23197115384616 86.26802884615384 / 82.62219551282051 82.45192307692308 81.86097756410257 / 93.7931137084961 93.82074737548828 93.72523498535156
129: 86.2900641025641 86.27003205128206 86.24599358974359 / 82.08133012820512 82.14142628205128 82.20152243589743 / 93.7755126953125 93.81069946289062 93.82579040527344
130: 86.27604166666667 86.29607371794872 86.27804487179488 / 81.5604967948718 82.08133012820512 81.1298076923077 / 93.62969970703125 93.62718963623047 93.72270202636719
131: 86.30008012820512 86.27403846153847 86.27003205128206 / 81.59054487179488 82.18149038461539 81.5604967948718 / 93.69254302978516 93.69755554199219 93.66488647460938
132: 86.30408653846153 86.32411858974359 86.36017628205128 / 82.21153846153847 82.36177884615384 82.3417467948718 / 93.72271728515625 93.6221694946289 93.74031066894531
133: 86.3301282051282 86.36217948717949 86.3681891025641 / 81.6806891025641 82.5420673076923 81.98116987179488 / 93.8383560180664 93.78556060791016 93.80567932128906
134: 86.34014423076923 86.328125 86.3661858974359 / 82.26161858974359 82.23157051282051 82.26161858974359 / 93.6900405883789 93.73277282714844 93.73027801513672
135: 86.34214743589743 86.33814102564102 86.37219551282051 / 82.1514423076923 82.67227564102564 82.64222756410257 / 93.63976287841797 93.627197265625 93.68500518798828
136: 86.34615384615384 86.35216346153847 86.38822115384616 / 81.59054487179488 82.0713141025641 82.0713141025641 / 93.67997741699219 93.6322250366211 93.62467193603516
137: 86.40625 86.38822115384616 86.3701923076923 / 82.20152243589743 82.58213141025641 81.84094551282051 / 93.78807067871094 93.8006362915039 93.78807067871094
138: 86.39423076923077 86.3681891025641 86.39222756410257 / 81.38020833333333 82.41185897435898 82.00120192307692 / 93.65735626220703 93.67244720458984 93.62972259521484
139: 86.42027243589743 86.4042467948718 86.42027243589743 / 82.02123397435898 82.3016826923077 82.08133012820512 / 93.78307342529297 93.77554321289062 93.79061889648438
140: 86.40024038461539 86.39022435897436 86.4423076923077 / 81.82091346153847 81.26001602564102 81.27003205128206 / 93.52413177490234 93.6095962524414 93.61460876464844
141: 86.42828525641026 86.39423076923077 86.38421474358974 / 81.89102564102564 82.49198717948718 81.42027243589743 / 93.50652313232422 93.65735626220703 93.59703063964844
142: 86.45432692307692 86.45032051282051 86.4443108974359 / 82.45192307692308 82.48197115384616 82.10136217948718 / 93.58445739746094 93.59198760986328 93.59700775146484
143: 86.50841346153847 86.46834935897436 86.50841346153847 / 81.80088141025641 82.3016826923077 82.18149038461539 / 93.60706329345703 93.51404571533203 93.63724517822266
144: 86.5224358974359 86.48838141025641 86.51241987179488 / 82.3016826923077 82.76241987179488 82.48197115384616 / 93.70259857177734 93.67494201660156 93.71768188476562
145: 86.55248397435898 86.47636217948718 86.5244391025641 / 82.421875 82.421875 82.19150641025641 / 93.68498992919922 93.6271743774414 93.6623764038086
146: 86.52844551282051 86.51842948717949 86.5244391025641 / 81.83092948717949 82.19150641025641 82.62219551282051 / 93.6095962524414 93.63975524902344 93.6749496459961
147: 86.54447115384616 86.54647435897436 86.5264423076923 / 81.83092948717949 82.65224358974359 82.09134615384616 / 93.57439422607422 93.65232849121094 93.56182861328125
148: 86.49639423076923 86.53445512820512 86.51442307692308 / 82.3818108974359 82.68229166666667 82.10136217948718 / 93.52413177490234 93.54174041748047 93.46128845214844
149: 86.54046474358974 86.57051282051282 86.5604967948718 / 82.21153846153847 82.67227564102564 82.23157051282051 / 93.57440948486328 93.57442474365234 93.5920181274414
150: 86.55448717948718 86.56650641025641 86.55248397435898 / 82.58213141025641 82.52203525641026 82.13141025641026 / 93.59701538085938 93.61211395263672 93.54423522949219
151: 86.5645032051282 86.55849358974359 86.58854166666667 / 82.1113782051282 81.9511217948718 82.06129807692308 / 93.45877838134766 93.5291519165039 93.57440185546875
152: 86.59455128205128 86.60657051282051 86.6426282051282 / 82.72235576923077 82.86258012820512 82.44190705128206 / 93.5341567993164 93.64730072021484 93.57188415527344
153: 86.62259615384616 86.61057692307692 86.61658653846153 / 82.64222756410257 82.8926282051282 82.28165064102564 / 93.51907348632812 93.61713409423828 93.5014877319336
154: 86.5985576923077 86.62059294871794 86.60857371794872 / 82.33173076923077 82.67227564102564 82.27163461538461 / 93.51909637451172 93.64983367919922 93.5090560913086
155: 86.6786858974359 86.6386217948718 86.67267628205128 / 82.7724358974359 82.55208333333333 82.43189102564102 / 93.59700012207031 93.57940673828125 93.57437896728516
156: 86.62660256410257 86.65064102564102 86.6826923076923 / 82.65224358974359 82.80248397435898 82.8125 / 93.61460876464844 93.6271743774414 93.5894775390625
157: 86.640625 86.63661858974359 86.65264423076923 / 82.59214743589743 82.10136217948718 82.95272435897436 / 93.64227294921875 93.69757843017578 93.61460876464844
158: 86.66065705128206 86.67467948717949 86.63461538461539 / 81.53044871794872 82.3016826923077 82.02123397435898 / 93.51404571533203 93.57437133789062 93.41852569580078
159: 86.7207532051282 86.70072115384616 86.69070512820512 / 82.48197115384616 82.68229166666667 82.27163461538461 / 93.5064926147461 93.5190658569336 93.4411392211914
160: 86.66866987179488 86.65665064102564 86.66866987179488 / 82.40184294871794 82.24158653846153 82.57211538461539 / 93.39840698242188 93.43109130859375 93.46880340576172
161: 86.66666666666667 86.7207532051282 86.67267628205128 / 82.60216346153847 82.6923076923077 82.23157051282051 / 93.51655578613281 93.57186126708984 93.54170227050781
162: 86.66666666666667 86.73677884615384 86.70673076923077 / 82.32171474358974 82.51201923076923 82.41185897435898 / 93.50149536132812 93.4990005493164 93.4487075805664
163: 86.68870192307692 86.72876602564102 86.72676282051282 / 82.56209935897436 82.56209935897436 82.37179487179488 / 93.62467956542969 93.59703063964844 93.59200286865234
164: 86.71073717948718 86.73878205128206 86.71073717948718 / 82.23157051282051 82.3818108974359 81.39022435897436 / 93.49143981933594 93.51655578613281 93.50399780273438
165: 86.76482371794872 86.78084935897436 86.76682692307692 / 82.39182692307692 82.4619391025641 82.13141025641026 / 93.30791473388672 93.33557891845703 93.4109878540039
166: 86.7568108974359 86.78685897435898 86.77083333333333 / 82.48197115384616 82.43189102564102 82.35176282051282 / 93.4285888671875 93.48137664794922 93.46125793457031
167: 86.74479166666667 86.77283653846153 86.79086538461539 / 82.75240384615384 82.35176282051282 82.57211538461539 / 93.34812927246094 93.2802734375 93.29535675048828
168: 86.79086538461539 86.80889423076923 86.80488782051282 / 82.23157051282051 82.28165064102564 82.31169871794872 / 93.38835144042969 93.390869140625 93.40592956542969
169: 86.82892628205128 86.80689102564102 86.77083333333333 / 82.4619391025641 82.49198717948718 82.3417467948718 / 93.27527618408203 93.32555389404297 93.29288482666016
170: 86.8369391025641 86.82491987179488 86.82692307692308 / 82.82251602564102 82.7724358974359 82.4619391025641 / 93.36827087402344 93.33055114746094 93.41603088378906
171: 86.84294871794872 86.8369391025641 86.82291666666667 / 82.71233974358974 82.4619391025641 82.7724358974359 / 93.416015625 93.48137664794922 93.44116973876953
172: 86.84895833333333 86.8369391025641 86.84495192307692 / 82.58213141025641 82.83253205128206 82.10136217948718 / 93.30037689208984 93.24004364013672 93.2903060913086
173: 86.85897435897436 86.8349358974359 86.85697115384616 / 82.31169871794872 82.47195512820512 82.53205128205128 / 93.38584899902344 93.34813690185547 93.3682632446289
174: 86.8329326923077 86.84495192307692 86.84895833333333 / 82.08133012820512 82.3818108974359 82.26161858974359 / 93.38334655761719 93.36324310302734 93.35822296142578
175: 86.89503205128206 86.84294871794872 86.87099358974359 / 82.421875 82.10136217948718 82.24158653846153 / 93.38836669921875 93.25765228271484 93.30037689208984
176: 86.90104166666667 86.88501602564102 86.875 / 82.44190705128206 82.56209935897436 82.53205128205128 / 93.53414916992188 93.40847778320312 93.43861389160156
