epoch: train_acc0 train_acc1 train_acc2 / test_acc0 test_acc1 test_acc2 / pure_ratio0 pure_ratio1 pure_ratio2 
167: 60.08613782051282 60.10616987179487 60.08613782051282 / 74.32892628205128 74.61939102564102 73.95833333333333 / 85.86939239501953 85.84134674072266 85.92147827148438
168: 60.05809294871795 60.09014423076923 60.11217948717949 / 74.24879807692308 74.77964743589743 73.53766025641026 / 85.5849380493164 85.64102935791016 85.87740325927734
169: 60.07411858974359 60.09214743589744 60.110176282051285 / 73.62780448717949 74.16866987179488 74.02844551282051 / 85.50080108642578 85.49279022216797 85.66907501220703
170: 60.08413461538461 60.16025641025641 60.154246794871796 / 73.76802884615384 74.40905448717949 74.05849358974359 / 85.65705108642578 85.60497283935547 85.96154022216797
171: 60.124198717948715 60.14823717948718 60.158253205128204 / 73.50761217948718 74.02844551282051 73.38741987179488 / 85.38862609863281 85.4246826171875 85.45673370361328
172: 60.14423076923077 60.17427884615385 60.22836538461539 / 74.23878205128206 73.73798076923077 74.18870192307692 / 85.14823913574219 85.24839782714844 85.2724380493164
173: 60.18028846153846 60.21634615384615 60.19230769230769 / 74.1386217948718 74.1786858974359 73.89823717948718 / 85.4206771850586 85.4727554321289 85.51683044433594
174: 60.130208333333336 60.17027243589744 60.14623397435897 / 73.67788461538461 74.18870192307692 73.9483173076923 / 85.45272827148438 85.46875 85.46875
175: 60.17227564102564 60.202323717948715 60.20432692307692 / 73.98838141025641 74.24879807692308 74.31891025641026 / 85.50881958007812 85.40064239501953 85.34455108642578
176: 60.25040064102564 60.280448717948715 60.24639423076923 / 73.3573717948718 74.32892628205128 73.9082532051282 / 85.224365234375 85.20032501220703 85.2283706665039
177: 60.27043269230769 60.28245192307692 60.25841346153846 / 73.99839743589743 74.31891025641026 73.96834935897436 / 85.37259674072266 85.19231414794922 85.33654022216797
178: 60.310496794871796 60.30448717948718 60.31850961538461 / 74.10857371794872 74.5292467948718 74.40905448717949 / 85.39663696289062 85.33253479003906 85.28846740722656
179: 60.30849358974359 60.260416666666664 60.26842948717949 / 73.9483173076923 74.2588141025641 73.95833333333333 / 85.27644348144531 85.30448913574219 85.13221740722656
180: 60.30248397435897 60.31650641025641 60.310496794871796 / 74.05849358974359 74.2588141025641 73.97836538461539 / 85.29247283935547 85.48878479003906 85.2724380493164
181: 60.30248397435897 60.334535256410255 60.364583333333336 / 73.88822115384616 74.03846153846153 73.73798076923077 / 85.2724380493164 85.39663696289062 85.40865325927734
182: 60.30849358974359 60.36258012820513 60.34855769230769 / 74.16866987179488 74.01842948717949 73.99839743589743 / 85.068115234375 85.068115234375 85.05208587646484
183: 60.33653846153846 60.368589743589745 60.37059294871795 / 74.20873397435898 73.7880608974359 73.92828525641026 / 85.24839782714844 85.40464782714844 85.32051849365234
184: 60.34855769230769 60.3125 60.344551282051285 / 74.00841346153847 74.54927884615384 74.15865384615384 / 85.224365234375 85.40064239501953 85.41266632080078
185: 60.37660256410256 60.3505608974359 60.37459935897436 / 74.35897435897436 74.11858974358974 73.77804487179488 / 85.21234130859375 85.3125 85.27644348144531
186: 60.43870192307692 60.37459935897436 60.392628205128204 / 73.63782051282051 74.20873397435898 74.19871794871794 / 85.2724380493164 85.33253479003906 85.34856414794922
187: 60.422676282051285 60.39463141025641 60.40464743589744 / 73.9082532051282 73.67788461538461 73.73798076923077 / 85.24439239501953 85.21634674072266 85.20433044433594
188: 60.388621794871796 60.422676282051285 60.392628205128204 / 74.16866987179488 74.27884615384616 74.10857371794872 / 85.14423370361328 85.17628479003906 85.3846206665039
189: 60.4306891025641 60.42067307692308 60.43870192307692 / 74.35897435897436 74.58934294871794 74.05849358974359 / 85.32051849365234 85.29247283935547 85.34856414794922
190: 60.40064102564103 60.40865384615385 60.37860576923077 / 74.19871794871794 74.00841346153847 74.20873397435898 / 85.35657501220703 85.37660217285156 85.52484130859375
191: 60.41065705128205 60.442708333333336 60.470753205128204 / 74.2988782051282 74.1386217948718 74.19871794871794 / 85.3165054321289 85.32852935791016 85.3846206665039
192: 60.46474358974359 60.46073717948718 60.46474358974359 / 74.15865384615384 74.18870192307692 74.47916666666667 / 85.51683044433594 85.52083587646484 85.34856414794922
193: 60.43469551282051 60.42668269230769 60.46073717948718 / 74.15865384615384 74.609375 74.6895032051282 / 85.54888153076172 85.39263153076172 85.45272827148438
194: 60.43870192307692 60.44070512820513 60.40464743589744 / 74.37900641025641 74.44911858974359 74.37900641025641 / 85.3165054321289 85.36458587646484 85.4647445678711
195: 60.47876602564103 60.45673076923077 60.47275641025641 / 74.34895833333333 74.57932692307692 74.2988782051282 / 85.49679565429688 85.45673370361328 85.52083587646484
196: 60.45272435897436 60.442708333333336 60.46875 / 74.39903846153847 74.28886217948718 74.11858974358974 / 85.4246826171875 85.39263153076172 85.41667175292969
197: 60.45272435897436 60.45472756410256 60.45472756410256 / 73.97836538461539 74.26883012820512 74.1786858974359 / 85.40865325927734 85.21634674072266 85.46073913574219
198: 60.490785256410255 60.46474358974359 60.48677884615385 / 74.41907051282051 74.04847756410257 74.21875 / 85.2684326171875 85.25641632080078 85.44070434570312
199: 60.48076923076923 60.46474358974359 60.45072115384615 / 74.16866987179488 74.66947115384616 74.44911858974359 / 85.2644271850586 85.32852935791016 85.41266632080078
